ID	X	Y	ALT	BETA
534	38500	191500	0.1	0.4884
535	38500	190500	0.0	0.4988
536	38500	189500	0.0	0.5099
537	38500	188500	0.0	0.5272
538	38500	187500	0.0	0.5237
539	38500	186500	0.1	0.5044
540	38500	185500	0.2	0.4887
541	38500	184500	0.3	0.4729
542	38500	183500	0.0	0.478
543	38500	182500	0.1	0.495
544	38500	181500	1.9	0.5172
545	38500	180500	3.4	0.5267
546	38500	179500	5.4	0.5306
547	38500	178500	7.1	0.5321
548	38500	177500	8.9	0.5388
549	38500	176500	9.7	0.5432
550	38500	175500	12.0	0.5335
551	38500	174500	11.9	0.5366
552	38500	173500	12.9	0.5362
553	38500	172500	15.2	0.54
554	38500	171500	18.9	0.5536
555	38500	170500	22.6	0.5628
556	38500	169500	25.7	0.5573
557	38500	168500	33.5	0.5558
558	38500	167500	33.6	0.5487
559	38500	166500	38.6	0.5301
560	38500	165500	52.1	0.5194
561	38500	164500	71.4	0.5087
562	38500	163500	101.3	0.5131
563	38500	162500	69.8	0.5228
564	38500	161500	49.1	0.5328
565	38500	160500	56.7	0.5396
566	38500	159500	46.3	0.5458
567	38500	158500	23.9	0.5594
568	39500	208500	0.0	0.3259
569	39500	207500	0.0	0.4398
570	39500	206500	2.9	0.5089
571	39500	205500	4.3	0.5225
572	39500	204500	3.7	0.5431
573	39500	203500	1.2	0.5564
574	39500	202500	1.1	0.5606
575	39500	201500	0.7	0.5791
576	39500	200500	0.2	0.5614
577	39500	199500	0.2	0.5516
578	39500	198500	0.2	0.5583
579	39500	197500	0.0	0.5489
580	39500	196500	0.1	0.5465
581	39500	195500	0.1	0.5485
582	39500	194500	0.1	0.5266
583	39500	193500	0.1	0.5043
584	39500	192500	0.0	0.4821
585	39500	191500	0.1	0.475
586	39500	190500	0.0	0.4884
587	39500	189500	0.0	0.494
588	39500	188500	0.0	0.5079
589	39500	187500	0.0	0.4973
590	39500	186500	0.1	0.4763
591	39500	185500	0.0	0.4684
592	39500	184500	0.0	0.4678
593	39500	183500	0.1	0.4819
594	39500	182500	0.4	0.5037
595	39500	181500	1.3	0.5283
596	39500	180500	3.0	0.5347
597	39500	179500	4.7	0.5373
598	39500	178500	7.4	0.5415
599	39500	177500	11.9	0.5548
600	39500	176500	16.0	0.5552
601	39500	175500	15.7	0.5468
602	39500	174500	12.8	0.5524
603	39500	173500	16.0	0.5471
604	39500	172500	21.7	0.5501
605	39500	171500	22.9	0.5635
606	39500	170500	27.3	0.5654
607	39500	169500	28.8	0.5527
608	39500	168500	27.6	0.5527
609	39500	167500	27.6	0.5502
610	39500	166500	39.0	0.5417
611	39500	165500	55.4	0.522
612	39500	164500	84.4	0.5105
613	39500	163500	73.1	0.5081
614	39500	162500	62.9	0.5063
615	39500	161500	52.2	0.5278
616	39500	160500	48.5	0.5359
617	39500	159500	52.0	0.5383
618	39500	158500	36.9	0.5531
619	39500	157500	17.1	0.5732
620	40500	209500	0.0	0.2914
621	40500	208500	0.0	0.414
622	40500	207500	0.5	0.4923
623	40500	206500	5.0	0.5226
624	40500	205500	0.6	0.5118
625	40500	204500	1.5	0.5191
626	40500	203500	0.3	0.5394
627	40500	202500	0.2	0.5434
628	40500	201500	0.2	0.562
629	40500	200500	0.4	0.5583
630	40500	199500	0.3	0.5451
631	40500	198500	0.2	0.5452
632	40500	197500	0.0	0.5328
633	40500	196500	0.1	0.5245
634	40500	195500	0.3	0.5272
635	40500	194500	0.0	0.522
636	40500	193500	0.1	0.5073
637	40500	192500	0.0	0.4968
638	40500	191500	0.0	0.4953
639	40500	190500	0.0	0.4942
640	40500	189500	0.0	0.4827
641	40500	188500	0.0	0.4745
642	40500	187500	0.0	0.4634
643	40500	186500	0.0	0.4496
644	40500	185500	0.0	0.4523
645	40500	184500	0.0	0.47
646	40500	183500	0.0	0.4784
647	40500	182500	1.0	0.4987
648	40500	181500	2.5	0.5257
649	40500	180500	4.3	0.5367
650	40500	179500	6.1	0.5481
651	40500	178500	9.6	0.5549
652	40500	177500	13.3	0.5696
653	40500	176500	16.2	0.5638
654	40500	175500	12.5	0.5538
655	40500	174500	13.3	0.5639
656	40500	173500	20.5	0.5696
657	40500	172500	21.5	0.5741
658	40500	171500	21.3	0.578
659	40500	170500	26.1	0.5751
660	40500	169500	22.6	0.548
661	40500	168500	22.2	0.55
662	40500	167500	26.9	0.5524
663	40500	166500	35.2	0.5474
664	40500	165500	50.5	0.5258
665	40500	164500	65.2	0.5165
666	40500	163500	64.2	0.5142
667	40500	162500	67.6	0.5006
668	40500	161500	45.9	0.5192
669	40500	160500	37.1	0.5221
670	40500	159500	54.4	0.5211
671	40500	158500	35.8	0.5414
672	40500	157500	16.8	0.5701
673	41500	210500	0.0	0.2284
674	41500	209500	0.0	0.3684
675	41500	208500	0.0	0.4792
676	41500	207500	4.5	0.5312
677	41500	206500	0.7	0.5387
678	41500	205500	0.0	0.5274
679	41500	204500	0.0	0.5283
680	41500	203500	0.0	0.5397
681	41500	202500	0.1	0.541
682	41500	201500	0.6	0.5579
683	41500	200500	0.1	0.5583
684	41500	199500	0.3	0.5436
685	41500	198500	0.2	0.5374
686	41500	197500	0.1	0.524
687	41500	196500	0.0	0.5132
688	41500	195500	0.1	0.5175
689	41500	194500	0.0	0.528
690	41500	193500	0.0	0.5263
691	41500	192500	0.1	0.5247
692	41500	191500	0.0	0.5222
693	41500	190500	-0.1	0.505
694	41500	189500	-0.1	0.4728
695	41500	188500	0.2	0.4497
696	41500	187500	0.1	0.4446
697	41500	186500	0.0	0.444
698	41500	185500	0.1	0.4556
699	41500	184500	0.2	0.4728
700	41500	183500	0.0	0.4807
701	41500	182500	0.5	0.4996
702	41500	181500	0.6	0.5259
703	41500	180500	1.4	0.5425
704	41500	179500	4.1	0.5528
705	41500	178500	8.0	0.5589
706	41500	177500	12.0	0.5679
707	41500	176500	10.7	0.5676
708	41500	175500	10.9	0.5655
709	41500	174500	13.8	0.5687
710	41500	173500	13.3	0.5757
711	41500	172500	14.9	0.5755
712	41500	171500	17.4	0.5777
713	41500	170500	19.9	0.5725
714	41500	169500	18.1	0.5462
715	41500	168500	20.3	0.5461
716	41500	167500	25.2	0.5423
717	41500	166500	34.3	0.5432
718	41500	165500	45.8	0.5304
719	41500	164500	47.0	0.526
720	41500	163500	66.5	0.5213
721	41500	162500	105.4	0.5104
722	41500	161500	47.8	0.5272
723	41500	160500	36.7	0.5273
724	41500	159500	47.6	0.5246
725	41500	158500	49.7	0.5415
726	41500	157500	19.0	0.567
