ID	LAMBX	LAMBY	ALT	beta_pm10
1440	291856	114904	531.4	0.5666
1441	288836	115115	533.8	0.4006
1442	285818	115328	532.5	0.2764
1443	282799	115541	570.1	0.1859
1444	279782	115751	505.3	0.533
1445	292071	117952	577.8	0.5186
1446	289051	118165	596.3	0.187
1447	286036	118378	605.1	0.2707
1448	283017	118589	552.9	0.3351
1449	279998	118802	500.2	0.4966
1450	292289	121001	620.1	0.0368
1451	289271	121214	649.0	0.1842
1452	286253	121426	599.0	0.5893
1453	283235	121638	594.8	0.4183
1454	280216	121850	547.7	0.4304
1455	292505	124051	659.5	0.2565
1456	289485	124263	642.0	0.3156
1457	286466	124475	609.0	0.5782
1458	283448	124687	576.9	0.5428
1459	280430	124899	570.0	0.5697
1460	284954	103123	474.0	0.5366
1461	281935	103336	462.7	0.4737
1462	278918	103547	435.5	0.4181
1463	291204	105750	593.9	0.2052
1464	288188	105963	517.3	0.5715
1465	285172	106175	506.0	0.4843
1466	282154	106386	473.3	0.2325
1467	279137	106599	477.4	0.2971
1468	291420	108802	602.7	0.3276
1469	288404	109014	555.6	0.5453
1470	285388	109226	503.3	0.319
1471	282371	109438	471.1	0.3228
1472	279355	109650	504.3	0.1684
1473	291639	111852	540.1	0.5458
1474	288622	112066	509.4	0.5043
1475	285604	112278	490.1	0.3771
1476	282586	112490	535.3	0.0655
1477	279570	112701	544.5	0.2103
1478	306943	113838	539.3	0.2371
1479	303926	114051	569.0	0.2774
1480	300908	114264	610.7	0.0681
1481	297890	114478	598.8	0.4141
1482	294874	114691	587.1	0.5918
1483	307161	116887	503.9	0.3619
1484	304143	117100	516.4	0.3833
1485	301125	117314	542.1	0.4005
1486	298108	117527	562.3	0.4157
1487	295091	117740	575.3	0.5797
1488	307380	119935	544.2	0.3142
1489	304363	120149	520.6	0.5468
1490	301345	120363	534.8	0.551
1491	298327	120575	560.7	0.4708
1492	295309	120789	569.5	0.2364
1493	307599	122985	549.7	0.0976
1494	304580	123198	548.7	0.4092
1495	301561	123411	573.9	0.0357
1496	298542	123625	613.6	0.1561
1497	295525	123837	622.0	0.3801
1498	307816	126033	545.8	0.3907
1499	304796	126247	560.1	0.208
1500	301779	126460	580.1	0.1775
1501	66451	145450	29.5	0.4838
1502	81551	144471	25.1	0.7468
1503	78530	144668	37.5	0.6563
1504	75513	144864	41.4	0.6648
1505	72496	145059	35.5	0.4818
1506	69475	145254	32.6	0.5265
1507	80560	129219	17.5	0.5371
1508	77537	129414	20.0	0.5036
1509	74516	129611	28.3	0.4796
1510	71502	129808	31.8	0.518
1511	68482	130001	38.8	0.516
1512	80758	132268	22.6	0.5271
1513	77735	132466	25.9	0.4311
1514	74718	132661	32.3	0.4753
1515	71700	132857	40.2	0.4691
1516	68677	133053	45.8	0.455
1517	80960	135320	32.6	0.5286
1518	77936	135514	41.7	0.3368
1519	74919	135712	36.1	0.5115
1520	71900	135907	45.6	0.4702
1521	68878	136102	44.4	0.4888
1522	81156	138368	36.4	0.5078
1523	78134	138565	51.3	0.5059
1524	75117	138762	54.0	0.5116
1525	72094	138958	55.0	0.4733
1526	69073	139154	38.6	0.5143
1527	81354	141419	44.7	0.4713
1528	78335	141616	49.2	0.4888
1529	75319	141811	54.4	0.5037
1530	72297	142007	52.2	0.4794
1531	69274	142204	48.1	0.4462
1532	96654	143486	52.4	0.5644
1533	93636	143683	58.6	0.4939
1534	90618	143881	62.9	0.5133
1535	87594	144077	34.5	0.8266
1536	84573	144275	27.3	0.6551
1537	95655	128233	23.6	0.5297
1538	92634	128432	24.1	0.5397
1539	89614	128627	22.0	0.4872
1540	86594	128826	20.8	0.5049
1541	83576	129022	16.5	0.5444
1542	95858	131284	42.5	0.2839
1543	92836	131480	31.4	0.5548
1544	89816	131679	18.9	0.5601
1545	86794	131875	18.1	0.4882
1546	83774	132073	20.0	0.5304
1547	96059	134334	37.9	0.5346
1548	93039	134530	30.0	0.4841
1549	90020	134729	29.7	0.5333
1550	86999	134925	30.1	0.3496
1551	83980	135122	17.6	0.4527
1552	96254	137383	51.0	0.5486
1553	93236	137582	41.7	0.4771
1554	90216	137779	47.9	0.4931
1555	87195	137976	33.4	0.5394
1556	84179	138172	21.4	0.4991
1557	96456	140435	55.0	0.5112
1558	93438	140631	58.9	0.5147
1559	90418	140829	62.9	0.432
1560	87394	141027	49.8	0.6264
1561	84375	141223	23.1	0.86
1562	111756	142495	51.7	0.5334
1563	108736	142693	50.9	0.5102
1564	105716	142892	57.7	0.4981
1565	102694	143090	48.8	0.4946
1566	99674	143288	50.4	0.5277
1567	110747	127242	24.2	0.7118
1568	107725	127442	22.6	0.587
1569	104707	127640	22.2	0.592
1570	101689	127837	19.1	0.3194
1571	98672	128036	16.1	0.4896
1572	110946	130292	54.2	0.5108
1573	107929	130491	48.8	0.6125
1574	104910	130689	55.8	0.2909
1575	101893	130889	42.9	0.4641
1576	98875	131086	34.6	0.4733
1577	111154	133344	80.4	0.4292
1578	108137	133541	75.4	0.5705
1579	105118	133741	75.6	0.2411
1580	102098	133938	55.9	0.4959
1581	99078	134136	44.7	0.5167
1582	111358	136392	73.0	0.5063
1583	108337	136592	69.9	0.5038
1584	105317	136789	60.4	0.522
1585	102295	136989	65.3	0.4221
1586	99273	137187	61.3	0.5013
1587	111558	139443	59.5	0.5337
1588	108538	139641	53.4	0.5314
1589	105518	139841	58.8	0.5232
1590	102497	140038	60.7	0.5029
1591	99475	140236	55.9	0.5284
1592	104510	124588	23.8	0.5482
1593	101492	124787	19.8	0.5618
1594	98473	124984	18.5	0.4648
1595	126855	141498	84.9	0.5865
1596	123838	141698	85.0	0.6458
1597	120817	141896	78.6	0.4837
1598	117795	142097	66.8	0.4669
1599	114776	142295	57.1	0.5695
1600	127060	144550	73.8	0.5363
1601	124038	144750	84.2	0.5078
1602	125844	126245	59.7	0.4415
1603	122824	126447	56.5	0.6083
1604	119805	126645	35.1	0.7903
1605	116786	126845	33.8	0.721
1606	113766	127045	27.4	0.5671
1607	126047	129297	56.3	0.6476
1608	123027	129494	45.3	0.5701
1609	120005	129697	40.0	0.5166
1610	116985	129894	39.6	0.5785
1611	113964	130095	49.1	0.51
1612	126249	132346	94.8	0.4445
1613	123229	132546	89.3	0.6601
1614	120210	132744	84.6	0.3918
1615	117191	132945	78.9	0.394
1616	114172	133143	79.9	0.3654
1617	126452	135396	98.9	0.4487
1618	123429	135597	100.7	0.457
1619	120412	135796	84.4	0.529
1620	117397	135995	71.4	0.532
1621	114378	136195	69.1	0.5559
1622	126655	138446	94.6	0.6642
1623	123636	138645	89.6	0.5385
1624	120616	138847	78.4	0.4986
1625	117597	139045	65.2	0.5045
1626	114578	139244	68.0	0.4875
1627	141958	140495	104.4	0.5165
1628	138938	140695	106.2	0.5217
1629	135915	140896	104.5	0.5319
1630	132895	141097	103.1	0.4971
1631	129874	141298	92.2	0.5808
1632	142158	143548	103.9	0.482
1633	139139	143747	88.1	0.5704
1634	136120	143949	121.8	0.4234
1635	133099	144150	89.5	0.5817
1636	130079	144350	86.4	0.4842
1637	140935	125244	127.8	0.5905
1638	137917	125445	99.0	0.5488
1639	134900	125645	72.0	0.574
1640	131881	125845	61.6	0.5154
1641	128861	126047	75.3	0.4228
1642	141139	128293	140.4	0.6571
1643	138121	128494	115.9	0.7268
1644	135103	128696	101.9	0.6131
1645	132084	128896	77.8	0.597
1646	129065	129095	64.3	0.5399
1647	141345	131344	137.8	0.6469
1648	138328	131545	130.5	0.7365
1649	135310	131745	121.9	0.6474
1650	132291	131945	120.1	0.6339
1651	129271	132147	110.7	0.531
1652	141550	134394	121.6	0.7092
1653	138533	134594	121.6	0.5281
1654	135515	134796	117.3	0.4143
1655	132496	134996	123.5	0.4297
1656	129475	135195	107.2	0.5016
1657	141757	137443	116.4	0.5621
1658	138740	137646	116.9	0.6389
1659	135718	137845	106.5	0.5479
1660	132695	138046	108.7	0.5951
1661	129675	138247	95.8	0.6059
1662	157059	139486	142.2	0.499
1663	154040	139689	153.3	0.4567
1664	151019	139890	156.2	0.4272
1665	147997	140091	150.7	0.5282
1666	144977	140294	127.9	0.539
1667	157263	142539	128.6	0.4976
1668	154245	142740	126.8	0.5767
1669	151222	142943	144.4	0.4891
1670	148201	143144	126.6	0.7122
1671	145181	143345	107.6	0.5445
1672	153011	124438	136.3	0.7809
1673	149994	124640	149.6	0.5693
1674	146974	124841	171.0	0.5327
1675	143954	125043	163.6	0.4886
1676	156237	127286	174.3	0.8547
1677	153218	127487	142.2	0.6594
1678	150199	127690	151.2	0.638
1679	147178	127891	163.7	0.6503
1680	144158	128093	160.7	0.5473
1681	156442	130335	151.4	0.7234
1682	153424	130538	144.3	0.549
1683	150405	130739	142.7	0.4987
1684	147384	130941	147.1	0.5551
1685	144363	131143	146.1	0.4957
1686	156648	133385	144.8	0.498
1687	153628	133588	146.5	0.4902
1688	150608	133790	136.9	0.5775
1689	147589	133991	143.1	0.4809
1690	144569	134192	144.0	0.4797
1691	156856	136435	151.6	0.5134
1692	153836	136636	144.4	0.5111
1693	150816	136840	145.2	0.4947
1694	147795	137041	148.6	0.463
1695	144775	137243	123.1	0.5074
1696	172157	138473	154.8	0.5449
1697	169136	138675	156.3	0.4674
1698	166114	138879	149.7	0.4555
1699	163096	139081	142.7	0.551
1700	160077	139284	140.4	0.4804
1701	172363	141524	157.1	0.4835
1702	169341	141727	147.0	0.4876
1703	166320	141930	143.3	0.4792
1704	163302	142133	143.5	0.3366
1705	160283	142337	128.9	0.3075
1706	172569	144577	154.8	0.4616
1707	169550	144778	139.6	0.5339
1708	171330	126272	107.4	0.6532
1709	168310	126475	112.8	0.6267
1710	165293	126678	142.4	0.6394
1711	162278	126880	165.5	0.7525
1712	159258	127084	159.8	0.5621
1713	171539	129322	118.1	0.5551
1714	168519	129523	158.5	0.5001
1715	165502	129728	155.8	0.5753
1716	162484	129931	156.3	0.5699
1717	159463	130133	156.5	0.5822
1718	171745	132371	141.1	0.4691
1719	168727	132575	141.7	0.5145
1720	165710	132777	143.6	0.538
1721	162687	132980	142.9	0.4905
1722	159666	133183	146.3	0.4468
1723	171953	135420	150.2	0.4839
1724	168934	135625	161.0	0.5214
1725	165915	135827	150.1	0.5173
1726	162894	136030	150.5	0.4836
1727	159875	136233	151.6	0.4974
1728	187257	137452	177.2	0.5423
1729	184235	137657	170.2	0.4841
1730	181218	137859	170.0	0.4912
1731	178198	138065	170.0	0.4676
1732	175176	138268	162.0	0.5139
1733	187466	140503	159.7	0.5834
1734	184441	140709	153.7	0.5046
1735	181423	140913	164.4	0.4566
1736	178405	141116	161.6	0.4768
1737	175383	141320	153.0	0.5689
1738	187675	143556	144.0	0.5328
1739	184649	143760	148.9	0.4775
1740	181630	143965	158.3	0.4694
1741	178611	144169	158.3	0.4055
1742	175590	144372	159.0	0.4022
1743	186423	125253	135.9	0.5082
1744	183406	125456	174.1	0.5104
1745	180388	125659	144.8	0.551
1746	177367	125865	110.5	0.5785
1747	174347	126068	117.6	0.4788
1748	186634	128301	112.8	0.678
1749	183614	128506	118.5	0.7416
1750	180597	128710	155.2	0.5486
1751	177578	128914	157.7	0.4627
1752	174558	129118	143.7	0.5411
1753	186841	131351	170.6	0.5949
1754	183823	131555	160.4	0.4946
1755	180804	131761	158.4	0.5528
1756	177784	131963	170.6	0.4967
1757	174766	132168	166.0	0.6553
1758	187050	134401	188.2	0.5623
1759	184031	134605	178.3	0.5093
1760	181013	134809	169.3	0.505
1761	177991	135014	181.2	0.5173
1762	174972	135217	165.7	0.4738
1763	202356	136425	169.0	0.5243
1764	199336	136632	194.9	0.462
1765	196316	136837	196.1	0.4234
1766	193296	137042	189.5	0.4783
1767	190279	137246	176.1	0.5269
1768	202567	139477	169.0	0.4725
1769	199546	139683	177.8	0.4839
1770	196523	139889	176.6	0.4877
1771	193503	140094	161.4	0.5018
1772	190487	140299	158.5	0.501
1773	202775	142529	158.9	0.4717
1774	199755	142735	166.1	0.4826
1775	196733	142941	155.7	0.4907
1776	193713	143146	145.9	0.4829
1777	190696	143350	145.9	0.4715
1778	195482	124637	165.1	0.4579
1779	192464	124841	178.9	0.452
1780	189444	125048	185.6	0.5635
1781	201729	127277	223.5	0.4588
1782	198710	127480	189.9	0.4287
1783	195694	127687	158.4	0.502
1784	192677	127892	169.9	0.4943
1785	189656	128096	141.6	0.5939
1786	201936	130325	145.8	0.521
1787	198918	130532	148.4	0.5339
1788	195902	130737	144.2	0.5883
1789	192881	130941	146.8	0.7299
1790	189861	131146	171.1	0.455
1791	202146	133375	144.5	0.5134
1792	199127	133581	163.2	0.551
1793	196109	133786	195.3	0.5021
1794	193090	133991	188.3	0.4662
1795	190071	134196	185.9	0.4845
1796	217450	135395	179.3	0.2238
1797	214431	135601	121.6	0.5261
1798	211412	135808	97.9	0.6032
1799	208391	136015	113.9	0.5478
1800	205374	136219	153.8	0.5689
1801	217662	138446	120.0	0.5687
1802	214643	138653	157.2	0.5876
1803	211624	138860	147.5	0.5195
1804	208603	139065	138.1	0.6304
1805	205584	139273	148.7	0.4926
1806	217874	141498	185.0	0.4914
1807	214855	141705	178.2	0.5437
1808	211835	141911	185.7	0.5102
1809	208815	142118	148.1	0.4885
1810	205794	142324	153.5	0.4354
1811	218082	144550	176.9	0.5135
1812	215063	144756	177.4	0.4903
1813	212043	144963	172.7	0.4849
1814	209023	145169	147.0	0.498
1815	216822	126245	234.2	0.5166
1816	213805	126450	226.0	0.3927
1817	210787	126658	233.2	0.5424
1818	207770	126864	247.2	0.5321
1819	204750	127070	256.0	0.5362
1820	217033	129294	255.1	0.4485
1821	214015	129502	207.1	0.4125
1822	210997	129707	234.8	0.5475
1823	207978	129913	251.0	0.4851
1824	204958	130120	211.9	0.3608
1825	217243	132344	241.9	0.5275
1826	214223	132550	228.1	0.4352
1827	211203	132758	187.5	0.4784
1828	208185	132963	167.0	0.2866
1829	205167	133169	126.1	0.4708
1830	232551	134358	226.8	0.1877
1831	229531	134565	209.7	0.4237
1832	226511	134773	233.9	0.4951
1833	223492	134980	244.7	0.5289
1834	220473	135187	217.5	0.3521
1835	232761	137408	187.5	0.4073
1836	229741	137617	252.4	0.4462
1837	226722	137824	238.9	0.5382
1838	223704	138032	222.7	0.3926
1839	220685	138239	155.8	0.3759
1840	232973	140461	251.7	0.4877
1841	229954	140668	221.8	0.1989
1842	226934	140876	177.4	0.4282
1843	223915	141084	133.4	0.6373
1844	220895	141290	154.0	0.7568
1845	233185	143512	151.8	0.7752
1846	230163	143720	107.8	0.7593
1847	227142	143928	118.1	0.6407
1848	224122	144136	148.7	0.4841
1849	221102	144343	164.8	0.5836
1850	231919	125208	178.6	0.3378
1851	228899	125415	262.9	0.4646
1852	225880	125623	259.8	0.4987
1853	222862	125830	271.7	0.4101
1854	219841	126038	245.8	0.5343
1855	232130	128257	216.8	0.3454
1856	229110	128464	250.9	0.4177
1857	226090	128672	277.4	0.4454
1858	223071	128880	269.5	0.4926
1859	220052	129087	260.6	0.4728
1860	232342	131305	249.6	0.4605
1861	229323	131514	253.9	0.3935
1862	226302	131722	247.9	0.4323
1863	223283	131930	258.8	0.4636
1864	220264	132137	237.0	0.5565
1865	247649	133314	298.1	0.3431
1866	244629	133523	265.3	0.5475
1867	241610	133732	258.6	0.6623
1868	238590	133940	216.0	0.479
1869	235571	134149	162.9	0.4615
1870	247860	136365	301.3	0.4103
1871	244841	136574	247.6	0.5382
1872	241822	136783	255.3	0.5327
1873	238803	136992	223.5	0.4843
1874	235783	137201	145.2	0.5519
1875	248073	139417	237.5	0.3428
1876	245054	139626	199.7	0.421
1877	242035	139835	228.9	0.5621
1878	239015	140043	247.1	0.5659
1879	235994	140252	166.1	0.5353
1880	248285	142469	208.6	0.5658
1881	245264	142678	212.0	0.6348
1882	242244	142886	170.7	0.4496
1883	239225	143095	150.0	0.5706
1884	236205	143304	157.4	0.5895
1885	248499	145520	237.7	0.6399
1886	234935	124999	224.7	0.4924
1887	247224	127213	303.0	0.0578
1888	244205	127423	304.7	0.2978
1889	241184	127632	239.2	0.4979
1890	238163	127841	235.9	0.4605
1891	235147	128049	178.9	0.4527
1892	247437	130264	269.7	0.3242
1893	244418	130471	206.4	0.4827
1894	241399	130681	207.8	0.4479
1895	238378	130890	203.7	0.4877
1896	235359	131099	186.1	0.473
1897	262746	132265	490.9	0.2783
1898	259724	132475	407.4	0.3389
1899	256704	132685	320.0	0.4657
1900	253685	132895	295.2	0.2375
1901	250668	133104	306.0	0.5561
1902	262959	135316	392.7	0.3718
1903	259937	135527	348.4	0.5403
1904	256918	135737	321.6	0.3497
1905	253899	135946	259.4	0.4508
1906	250880	136157	261.1	0.5164
1907	263173	138367	375.5	0.3744
1908	260151	138578	327.1	0.409
1909	257131	138788	305.8	0.6028
1910	254113	138998	279.8	0.4718
1911	251093	139207	215.5	0.4482
1912	263385	141420	359.7	0.3169
1913	260363	141630	353.3	0.3587
1914	257344	141840	268.0	0.657
1915	254324	142050	208.5	0.6902
1916	251305	142259	231.7	0.5955
1917	263601	144471	280.8	0.3994
1918	260580	144681	265.2	0.5443
1919	257561	144891	246.4	0.6821
1920	254540	145102	238.9	0.6726
1921	251519	145311	265.5	0.6264
1922	262318	126165	460.8	0.2429
1923	259298	126375	431.1	0.2877
1924	256281	126585	498.0	0.1196
1925	253262	126795	509.0	0.1252
1926	250242	127004	458.7	0.0388
1927	262533	129214	498.6	0.3408
1928	259512	129425	532.4	0.0908
1929	256492	129635	430.1	0.169
1930	253473	129844	344.2	0.371
1931	250456	130054	383.5	0.4314
1932	277839	131211	559.4	0.3694
1933	274820	131421	577.2	0.4364
1934	271801	131633	606.0	0.111
1935	268781	131844	606.5	0.0094
1936	265763	132055	557.5	0.1466
1937	278056	134261	574.4	0.0164
1938	275038	134474	611.3	0
1939	272019	134684	655.7	0
1940	268998	134895	631.7	0
1941	265978	135106	534.8	0.0117
1942	278274	137313	590.0	0.0907
1943	275255	137524	594.1	0
1944	272235	137736	603.1	0
1945	269214	137947	558.5	0
1946	266192	138157	489.0	0.0583
1947	278487	140365	606.5	0.1842
1948	275468	140576	569.6	0
1949	272448	140787	520.5	0
1950	269427	140998	466.5	0
1951	266405	141209	387.1	0.0182
1952	278702	143417	577.7	0.0002
1953	275682	143627	516.7	0
1954	272663	143839	443.0	0
1955	269642	144050	407.2	0.0315
1956	266621	144260	353.6	0.0377
1957	268352	125744	410.0	0.4885
1958	265336	125955	444.6	0.3763
1959	277626	128160	556.6	0.5007
1960	274605	128372	531.3	0.5519
1961	271585	128583	504.0	0.3732
1962	268567	128794	508.5	0.2178
1963	265551	129004	514.9	0.208
1964	294018	145408	371.1	0.1162
1965	290997	145621	442.6	0.3443
1966	287979	145834	526.5	0.5721
1967	284958	146045	537.7	0.4865
1968	281939	146258	561.6	0.0328
1969	292937	130150	591.0	0.1436
1970	289918	130363	597.5	0.0047
1971	286901	130575	607.4	0.0506
1972	283880	130786	574.0	0.0146
1973	280859	130999	577.0	0.1095
1974	293154	133201	556.1	0.0156
1975	290134	133414	594.0	0.0357
1976	287115	133626	610.3	0
1977	284096	133838	575.8	0.0833
1978	281076	134050	576.5	0.3127
1979	293369	136253	570.2	0.4039
1980	290349	136465	588.5	0.0314
1981	287330	136678	591.2	0.1967
1982	284312	136889	546.1	0.4547
1983	281292	137101	538.8	0.4966
1984	293586	139304	535.5	0.2146
1985	290566	139517	520.4	0.0324
1986	287546	139729	483.8	0.1933
1987	284526	139942	498.9	0.4538
1988	281505	140153	525.4	0.4891
1989	293803	142355	450.0	0.1213
1990	290782	142568	390.3	0.2244
1991	287763	142780	515.8	0.5226
1992	284742	142993	534.8	0.6028
1993	281721	143204	580.9	0.3719
1994	292720	127100	633.7	0.286
1995	289701	127311	630.3	0.234
1996	286684	127524	622.8	0.4827
1997	283664	127737	605.6	0.4364
1998	280645	127948	583.5	0.6054
1999	298760	126674	576.2	0.3654
2000	295741	126887	599.7	0.4661
2001	37232	162657	54.1	0.4758
2002	34209	162852	50.1	0.4202
2003	31183	163043	51.9	0.4187
2004	28161	163236	55.6	0.4238
2005	25146	163426	42.3	0.4637
2006	36253	147392	16.3	0.461
2007	33228	147585	15.9	0.4187
2008	30206	147777	16.0	0.6325
2009	27188	147969	16.1	0.5558
2010	24167	148162	16.0	0.4508
2011	36443	150445	15.5	0.4602
2012	33422	150636	15.7	0.4397
2013	30403	150830	15.4	0.4187
2014	27384	151024	15.5	0.4527
2015	24361	151215	21.9	0.1853
2016	36640	153498	15.3	0.4286
2017	33620	153692	16.1	0.4295
2018	30600	153884	15.7	0.4187
2019	27579	154073	16.2	0.4187
2020	24554	154269	22.2	0.2053
2021	36831	156551	16.3	0.4462
2022	33808	156743	17.0	0.4269
2023	30786	156935	21.6	0.438
2024	27768	157130	23.5	0.4624
2025	24748	157319	17.0	0.4187
2026	37024	159604	30.1	0.4731
2027	34004	159796	26.9	0.585
2028	30985	159990	33.6	0.4371
2029	27964	160181	40.1	0.4285
2030	24945	160375	32.1	0.4396
2031	52337	161688	15.6	0.5859
2032	49313	161883	20.7	0.5001
2033	46296	162078	35.5	0.4948
2034	43279	162268	38.0	0.4729
2035	40256	162464	49.6	0.5129
2036	51355	146423	27.9	0.7535
2037	48330	146619	30.3	0.466
2038	45309	146812	21.7	0.4543
2039	42287	147006	17.5	0.4406
2040	39269	147198	16.8	0.4195
2041	51545	149477	37.1	0.7256
2042	48522	149671	24.9	0.4701
2043	45504	149864	17.9	0.5408
2044	42486	150058	16.4	0.451
2045	39463	150254	15.9	0.45
2046	51740	152530	24.3	0.5745
2047	48721	152723	17.9	0.4432
2048	45703	152920	17.7	0.6586
2049	42685	153110	15.8	0.6401
2050	39663	153303	14.7	0.4465
2051	51938	155583	17.6	0.4548
2052	48918	155777	16.1	0.5055
2053	45893	155969	15.2	0.5479
2054	42872	156165	16.5	0.5115
2055	39853	156359	16.6	0.4288
2056	52139	158636	17.1	0.4316
2057	49113	158829	15.1	0.551
2058	46095	159022	22.2	0.4455
2059	43075	159218	21.9	0.4959
2060	40048	159410	34.2	0.5233
2061	67444	160715	46.8	0.6793
2062	64424	160912	35.4	0.7214
2063	61401	161103	27.2	0.531
2064	58379	161300	28.4	0.515
2065	55361	161496	19.0	0.5884
2066	63432	145647	35.8	0.8751
2067	60412	145841	34.9	0.7882
2068	57393	146036	31.1	0.7854
2069	54376	146229	24.2	0.9303
2070	66656	148502	26.7	0.5438
2071	63631	148700	28.8	0.7352
2072	60605	148893	34.7	0.8851
2073	57587	149087	26.4	0.6983
2074	54567	149284	25.0	0.7691
2075	66853	151557	39.2	0.701
2076	63826	151749	32.4	0.7467
2077	60805	151946	23.7	0.7692
2078	57789	152142	20.4	0.6959
2079	54764	152335	22.2	0.5248
2080	67043	154607	28.4	0.8416
2081	64021	154805	40.9	0.7581
2082	61002	155000	32.5	0.5877
2083	57984	155192	20.4	0.5297
2084	54962	155388	18.1	0.4789
2085	67241	157662	30.7	0.7464
2086	64224	157855	39.2	0.7857
2087	61199	158052	38.9	0.6222
2088	58178	158248	24.4	0.4894
2089	55162	158439	17.4	0.4457
2090	82551	159735	14.0	0.4814
2091	79535	159931	22.3	0.4847
2092	76515	160127	25.7	0.4632
2093	73492	160324	24.0	0.47
2094	70467	160519	35.7	0.799
2095	81751	147523	26.0	0.6274
2096	78729	147721	18.6	0.6335
2097	75707	147917	23.0	0.5226
2098	72692	148111	25.6	0.5065
2099	69676	148307	33.8	0.4888
2100	81951	150576	62.5	0.4845
2101	78933	150772	23.0	0.494
2102	75910	150969	18.0	0.4655
2103	72891	151166	21.0	0.4855
2104	69875	151359	30.2	0.6947
2105	82148	153630	28.7	0.4722
2106	79131	153825	21.5	0.4936
2107	76109	154021	16.6	0.5212
2108	73085	154218	18.0	0.4888
2109	70064	154413	25.9	0.6464
2110	82348	156681	18.2	0.4578
2111	79330	156878	13.2	0.4786
2112	76310	157074	15.5	0.5701
2113	73284	157269	24.1	0.5469
2114	70261	157467	33.2	0.5793
2115	97664	158748	59.7	0.6335
2116	94637	158947	30.4	0.6399
2117	91617	159144	25.8	0.5372
2118	88595	159341	30.3	0.5249
2119	85571	159539	15.7	0.5312
2120	97860	161805	76.2	0.5498
2121	94835	162001	82.7	0.5639
2122	91815	162200	80.8	0.501
2123	96853	146538	58.3	0.4954
2124	93837	146735	70.6	0.4315
2125	90817	146933	59.3	0.455
2126	87794	147130	51.2	0.5037
2127	84772	147328	42.2	0.4383
2128	97054	149591	46.6	0.5035
2129	94039	149788	47.7	0.5023
2130	91016	149986	38.6	0.48
2131	87993	150182	48.9	0.5044
2132	84971	150380	46.8	0.4811
2133	97255	152644	62.8	0.5341
2134	94237	152841	49.3	0.4478
2135	91213	153038	39.1	0.4727
2136	88189	153236	36.7	0.4558
2137	85168	153432	29.1	0.4378
2138	97460	155696	94.2	0.4634
2139	94436	155893	32.8	0.5648
2140	91415	156089	35.6	0.4765
2141	88391	156289	33.3	0.4502
2142	85368	156485	22.9	0.4821
2143	112768	157757	26.2	0.5844
2144	109745	157956	37.5	0.5475
2145	106727	158154	37.9	0.56
2146	103710	158353	56.4	0.5652
2147	100688	158552	72.1	0.6169
2148	112967	160813	29.9	0.5416
2149	109945	161011	47.4	0.5642
2150	106927	161211	92.3	0.4852
2151	103908	161408	93.6	0.4364
2152	100885	161605	102.2	0.4983
2153	111956	145547	51.0	0.5305
2154	108935	145746	40.2	0.6049
2155	105917	145944	46.1	0.5361
2156	102895	146143	49.2	0.5278
2157	99873	146341	51.4	0.4798
2158	112161	148598	43.3	0.5671
2159	109142	148798	35.3	0.5955
2160	106121	148997	44.9	0.5322
2161	103100	149194	65.3	0.5573
2162	100075	149394	73.6	0.434
2163	112364	151652	31.9	0.5555
2164	109344	151851	32.2	0.5491
2165	106318	152049	46.4	0.5252
2166	103297	152247	57.4	0.524
2167	100276	152444	76.3	0.5105
2168	112565	154705	24.2	0.7828
2169	109542	154903	41.6	0.5257
2170	106519	155101	41.9	0.5459
2171	103500	155300	55.8	0.5338
2172	100483	155497	86.6	0.4569
2173	127879	156760	48.5	0.5582
2174	124854	156960	40.9	0.6034
2175	121831	157159	53.2	0.5359
2176	118811	157359	35.8	0.5782
2177	115789	157560	31.0	0.5338
2178	128078	159815	44.7	0.5548
2179	125056	160014	40.5	0.5788
2180	122035	160215	33.0	0.5603
2181	119016	160414	34.6	0.5735
2182	115991	160613	35.8	0.554
2183	121018	144949	84.0	0.4557
2184	117999	145148	69.5	0.4576
2185	114978	145349	60.6	0.4666
2186	127265	147602	75.4	0.497
2187	124244	147801	86.6	0.5003
2188	121223	148003	86.8	0.3175
2189	118204	148201	70.6	0.5193
2190	115183	148400	50.6	0.5967
2191	127464	150655	65.4	0.5551
2192	124445	150854	59.4	0.5034
2193	121424	151054	58.1	0.4953
2194	118403	151254	47.2	0.5173
2195	115383	151452	42.0	0.5575
2196	127670	153706	61.4	0.5891
2197	124648	153908	49.1	0.5357
2198	121625	154106	56.2	0.5249
2199	118604	154307	48.2	0.5316
2200	115584	154504	47.4	0.5724
2201	142978	155758	98.7	0.4567
2202	139959	155958	50.9	0.6331
2203	136940	156160	67.5	0.5766
2204	133917	156359	60.7	0.5202
2205	130898	156560	67.2	0.5095
2206	143183	158811	56.3	0.6567
2207	140162	159014	44.4	0.706
2208	137140	159213	52.6	0.5242
2209	134118	159415	49.8	0.533
2210	131099	159614	57.2	0.5521
2211	143388	161866	31.7	0.7163
2212	142364	146599	111.7	0.501
2213	139346	146801	91.9	0.5596
2214	136327	147001	103.0	0.4525
2215	133305	147201	88.9	0.5088
2216	130284	147403	73.2	0.5199
2217	142569	149652	114.4	0.4462
2218	139548	149853	79.1	0.5909
2219	136528	150053	71.7	0.5665
2220	133506	150255	68.4	0.6107
2221	130485	150454	69.3	0.5233
